::ffff:87.236.176.76 - - [22/Dec/2022:11:17:38 +0000] "GET / HTTP/1.1" 302 28 "-" "Mozilla/5.0 (compatible; InternetMeasurement/1.0; +https://internet-measurement.com/)"
::ffff:192.168.1.1 - - [22/Dec/2022:21:33:37 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:33:38 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:33:39 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:33:41 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:33:41 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:33:42 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:33:43 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:33:44 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:33:45 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:33:46 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:33:47 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:37:46 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:37:46 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:37:47 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:37:48 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:37:49 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:37:50 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:37:51 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:37:52 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:37:53 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:37:54 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:37:55 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:37:56 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:37:57 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:37:58 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:37:59 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:38:00 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:38:01 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:38:02 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:38:03 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:38:04 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:38:05 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:192.168.1.1 - - [22/Dec/2022:21:38:06 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:18 +0000] "GET /login HTTP/1.1" 200 3017 "-" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:18 +0000] "GET /images/Garage%20Opener-logos_black.png HTTP/1.1" 200 77333 "https://gagpi.mywire.org:1051/login" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:18 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:18 +0000] "GET /favicon.ico HTTP/1.1" 200 2441 "https://gagpi.mywire.org:1051/login" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:18 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:19 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:20 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:21 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:22 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:23 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:24 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:25 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:26 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:27 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:28 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:29 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:30 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:31 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:32 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:33 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:34 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:34 +0000] "POST /login HTTP/1.1" 302 56 "https://gagpi.mywire.org:1051/login" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:34 +0000] "GET /login HTTP/1.1" 200 3457 "https://gagpi.mywire.org:1051/login" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:34 +0000] "GET /images/Garage%20Opener-logos_black.png HTTP/1.1" 304 - "https://gagpi.mywire.org:1051/login" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:34 +0000] "GET /favicon.ico HTTP/1.1" 200 2441 "https://gagpi.mywire.org:1051/login" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:35 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:36 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:37 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:38 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:39 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:40 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:41 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:42 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:43 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:44 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:45 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:45 +0000] "POST /login HTTP/1.1" 302 56 "https://gagpi.mywire.org:1051/login" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:45 +0000] "GET /login HTTP/1.1" 200 3457 "https://gagpi.mywire.org:1051/login" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:45 +0000] "GET /images/Garage%20Opener-logos_black.png HTTP/1.1" 304 - "https://gagpi.mywire.org:1051/login" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:45 +0000] "GET /favicon.ico HTTP/1.1" 200 2441 "https://gagpi.mywire.org:1051/login" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:46 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:47 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:48 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:49 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:50 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:51 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:52 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:53 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:54 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:55 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:56 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:57 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:58 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:51:59 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:52:00 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:52:01 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:52:02 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
::ffff:49.224.206.227 - - [22/Dec/2022:22:52:03 +0000] "GET /status HTTP/1.1" 200 107 "https://gagpi.mywire.org:1051/home" "Mozilla/5.0 (Linux; Android 10; VOG-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"
